species_common_name,species_scientific_name,observation_date,month,state,latitude,longitude,observation_count,plant_common_name,plant_scientific_name,optimal_planting_months,growth_duration_weeks,flowering_period,sunlight_requirement,water_requirement,suitable_regions
Superb Fairywren,Malurus cyaneus,2022-12-20,December,SA,-36.28941,146.364165,3,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-10-03,October,SA,-34.780008,144.611061,9,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-01-18,January,NSW,-36.504639,145.951415,6,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-10-06,October,VIC,-36.40477,142.131478,16,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-08-07,August,SA,-35.765767,144.456707,3,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-03,November,NSW,-39.210639,143.531194,10,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-08-21,August,WA,-37.243101,143.393143,20,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-01-15,January,SA,-37.04413,146.63786,14,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-05-22,May,NSW,-37.750724,145.507047,14,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-11-18,November,QLD,-37.990374,143.699524,4,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-25,May,QLD,-37.897503,145.790726,6,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-25,July,VIC,-38.146004,146.313725,3,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Eastern Rosella,Platycercus eximius,2022-09-03,September,WA,-37.125444,144.22673,19,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-10-12,October,WA,-37.4516,145.284445,7,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-01-29,January,NSW,-37.049604,144.802696,18,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-03-02,March,WA,-36.941334,144.643522,10,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-21,March,SA,-37.352128,144.266277,5,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-09-04,September,NSW,-36.226306,144.908806,13,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-10,December,NSW,-34.410112,145.297009,18,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-01-09,January,QLD,-36.195241,146.357354,12,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-04-24,April,QLD,-36.478674,144.681985,15,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-09-11,September,NSW,-36.385532,146.084064,20,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-08-31,August,VIC,-36.542259,146.367765,16,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-24,December,VIC,-35.778235,145.408557,18,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-04-26,April,WA,-36.965236,144.978248,10,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-06,November,QLD,-36.531837,145.078373,3,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-10-26,October,VIC,-36.056036,145.499247,16,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-06-20,June,WA,-37.193893,144.743408,11,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-03-23,March,VIC,-36.900043,146.314591,9,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-01-09,January,WA,-37.446659,144.609472,1,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-20,November,WA,-37.571607,145.495169,1,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-14,December,SA,-35.959255,146.799236,4,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-10-25,October,VIC,-35.112131,144.271165,15,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-01-18,January,SA,-37.217207,143.338643,12,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-07-08,July,NSW,-38.05183,145.723794,20,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-10-06,October,VIC,-36.340757,145.342299,10,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-01,May,NSW,-37.48172,146.394346,7,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Eastern Rosella,Platycercus eximius,2022-09-15,September,VIC,-37.384904,144.901156,14,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-13,March,NSW,-37.853318,145.550929,6,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-12-11,December,QLD,-35.931957,146.214888,11,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-10-02,October,SA,-37.676885,146.072231,2,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-02,July,SA,-36.647704,145.176212,9,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2023-01-01,January,NSW,-37.717058,146.405949,8,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-04-22,April,QLD,-37.072097,145.468375,3,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-01-26,January,WA,-36.523108,143.608901,6,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-11-09,November,SA,-37.553056,144.739309,2,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-09,July,VIC,-37.349651,146.795511,5,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-12,November,SA,-35.896717,144.436754,13,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-01-14,January,QLD,-38.791661,141.942616,13,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-08-14,August,QLD,-35.877713,144.499784,17,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-09-12,September,VIC,-37.769947,145.692765,4,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-05,July,QLD,-36.878929,144.022057,1,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-06-15,June,VIC,-36.091265,146.154568,20,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-04-03,April,SA,-37.667934,145.705055,12,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-05-11,May,NSW,-37.518052,146.902043,11,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-04-21,April,NSW,-36.948856,145.417443,4,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-20,March,WA,-36.196533,145.124536,6,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-01-31,January,NSW,-36.08878,143.436386,8,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-06-23,June,QLD,-37.335711,145.438678,10,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-02-25,February,SA,-37.612494,145.926678,13,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-08-01,August,NSW,-37.173136,144.512019,14,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-04-06,April,SA,-36.431867,145.844846,9,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-06-20,June,VIC,-36.123003,145.14098,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-03-04,March,SA,-36.75427,144.743556,1,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-02-01,February,WA,-35.881602,145.916173,11,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-06-30,June,WA,-38.032086,143.6393,15,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-06-29,June,WA,-35.953387,145.991431,2,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-01-02,January,QLD,-34.833652,145.399689,1,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-03-09,March,SA,-37.481423,145.709556,4,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-06-23,June,SA,-36.672744,144.981865,4,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-02-22,February,NSW,-36.581957,144.186654,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-04-24,April,WA,-35.759689,145.045108,11,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-11-10,November,VIC,-38.500998,145.033404,3,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-08-01,August,NSW,-35.500906,145.253066,16,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-09-06,September,VIC,-39.052015,145.768632,9,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-09-27,September,WA,-38.098207,144.376567,17,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-10-08,October,NSW,-38.206452,145.713209,7,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-04-21,April,VIC,-38.365737,144.924657,13,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-01-31,January,WA,-36.369879,145.810601,6,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-03-26,March,SA,-37.065393,144.939077,12,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-10-31,October,SA,-38.292593,146.837917,10,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-04-07,April,WA,-36.042593,143.153569,2,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-11-30,November,VIC,-38.858909,146.331508,9,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-01-05,January,VIC,-37.85668,145.948157,2,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-04-08,April,QLD,-35.156425,145.614712,14,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-06-19,June,VIC,-37.763958,146.505794,12,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-23,November,QLD,-38.012987,144.654602,9,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-11-19,November,WA,-36.733779,144.725972,9,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-06-28,June,WA,-38.961398,144.217075,19,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-04,May,QLD,-35.721578,144.135724,15,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-11-03,November,SA,-38.122186,143.865918,9,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-06-03,June,VIC,-35.775047,145.342098,20,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-11-15,November,QLD,-37.229068,144.321528,18,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-08-19,August,WA,-38.457826,144.106287,12,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-10-28,October,WA,-36.718926,144.877869,3,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-07-27,July,VIC,-36.961714,143.642875,17,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-11-24,November,NSW,-38.569986,144.926432,14,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-02-14,February,NSW,-38.18411,145.015689,18,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-10-22,October,VIC,-37.288344,144.931704,15,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-08-07,August,QLD,-37.430956,145.480276,18,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-01-24,January,NSW,-36.848049,145.770282,7,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-05-10,May,NSW,-36.671784,144.6198,6,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-02-14,February,NSW,-37.702219,145.546756,18,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-09-10,September,QLD,-38.755841,145.855265,16,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-02-27,February,SA,-38.715061,144.997008,9,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-06-13,June,SA,-35.87632,145.046876,16,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-09-06,September,QLD,-37.072926,143.101178,4,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-08-28,August,QLD,-36.311969,144.504485,14,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-11-17,November,NSW,-37.653407,144.815952,19,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-09-24,September,SA,-38.47898,144.732624,6,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-11-17,November,SA,-37.444448,145.355374,3,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-11-17,November,QLD,-36.356715,146.742256,3,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-04-11,April,SA,-37.618303,147.21442,19,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-03-09,March,SA,-36.886566,143.715366,1,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-08-05,August,SA,-37.566582,145.45441,12,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-10-07,October,NSW,-35.609744,144.496632,11,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-11-19,November,QLD,-35.157983,144.369191,3,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-06-16,June,QLD,-37.372999,144.873765,6,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-07-07,July,QLD,-37.959224,143.211593,9,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-06-09,June,SA,-36.534889,144.506752,9,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-08-20,August,QLD,-35.99551,144.222002,20,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-19,July,WA,-36.683203,143.855895,18,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-24,May,WA,-36.852925,144.214294,14,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-10-11,October,SA,-38.506291,146.667163,13,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-03-31,March,VIC,-39.636566,143.867381,8,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-02-14,February,NSW,-37.993182,144.903923,7,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-11-06,November,WA,-37.200699,145.959786,19,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-05-09,May,VIC,-37.295038,145.904698,16,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-02-24,February,VIC,-36.959283,144.139403,5,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-02-12,February,QLD,-34.987268,145.7818,1,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-03-01,March,SA,-35.997535,146.299209,4,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-03-29,March,VIC,-36.959257,145.62434,3,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-31,March,SA,-37.566992,146.460724,7,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-08,May,WA,-37.203829,145.324826,9,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Sulphur-crested Cockatoo,Cacatua galerita,2022-06-12,June,QLD,-36.553922,145.330137,2,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-08-31,August,WA,-38.191166,144.630845,14,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-11-20,November,NSW,-38.797395,145.909041,3,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-02-16,February,QLD,-36.358981,144.023157,12,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-11-02,November,SA,-36.102122,146.241955,20,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
